Date,Location,WindGustSpeed,Humidity3pm
21/1/10,WaggaWagga,52,12
22/1/10,WaggaWagga,57,7
23/1/10,WaggaWagga,43,18
24/1/10,WaggaWagga,35,17
25/1/10,WaggaWagga,33,11
26/1/10,WaggaWagga,46,4
27/1/10,WaggaWagga,48,12
28/1/10,WaggaWagga,43,5
29/1/10,WaggaWagga,44,9
30/1/10,WaggaWagga,52,22
31/1/10,WaggaWagga,44,18
1/2/10,WaggaWagga,54,15
2/2/10,WaggaWagga,54,22
3/2/10,WaggaWagga,85,28
4/2/10,WaggaWagga,70,68
5/2/10,WaggaWagga,35,88
6/2/10,WaggaWagga,30,37
7/2/10,WaggaWagga,39,39
8/2/10,WaggaWagga,41,48
9/2/10,WaggaWagga,28,33
10/2/10,WaggaWagga,57,30
11/2/10,WaggaWagga,52,30
12/2/10,WaggaWagga,33,73
13/2/10,WaggaWagga,22,93
14/2/10,WaggaWagga,26,59
15/2/10,WaggaWagga,46,49
16/2/10,WaggaWagga,30,38
17/2/10,WaggaWagga,33,36
18/2/10,WaggaWagga,33,27
19/2/10,WaggaWagga,44,33
20/2/10,WaggaWagga,35,34
21/2/10,WaggaWagga,48,29
22/2/10,WaggaWagga,35,42
23/2/10,WaggaWagga,35,27
24/2/10,WaggaWagga,39,33
25/2/10,WaggaWagga,43,31
26/2/10,WaggaWagga,44,32
27/2/10,WaggaWagga,24,59
28/2/10,WaggaWagga,39,43
1/3/10,WaggaWagga,41,30
2/3/10,WaggaWagga,31,25
3/3/10,WaggaWagga,31,21
4/3/10,WaggaWagga,39,38
5/3/10,WaggaWagga,33,95
6/3/10,WaggaWagga,61,50
7/3/10,WaggaWagga,44,94
8/3/10,WaggaWagga,52,41
9/3/10,WaggaWagga,43,81
10/3/10,WaggaWagga,31,41
11/3/10,WaggaWagga,33,36
12/3/10,WaggaWagga,41,41
13/3/10,WaggaWagga,35,40
14/3/10,WaggaWagga,39,40
15/3/10,WaggaWagga,22,37
16/3/10,WaggaWagga,17,30
17/3/10,WaggaWagga,20,31
18/3/10,WaggaWagga,31,27
19/3/10,WaggaWagga,39,28
20/3/10,WaggaWagga,30,29
21/3/10,WaggaWagga,43,38
22/3/10,WaggaWagga,31,30
23/3/10,WaggaWagga,31,13
24/3/10,WaggaWagga,17,32
25/3/10,WaggaWagga,26,34
26/3/10,WaggaWagga,26,27
27/3/10,WaggaWagga,22,30
28/3/10,WaggaWagga,39,31
29/3/10,WaggaWagga,26,70
30/3/10,WaggaWagga,31,52
31/3/10,WaggaWagga,28,42
1/4/10,WaggaWagga,26,36
2/4/10,WaggaWagga,24,39
3/4/10,WaggaWagga,44,41
4/4/10,WaggaWagga,43,37
5/4/10,WaggaWagga,30,33
6/4/10,WaggaWagga,44,52
7/4/10,WaggaWagga,31,73
8/4/10,WaggaWagga,39,43
9/4/10,WaggaWagga,22,55
10/4/10,WaggaWagga,22,59
11/4/10,WaggaWagga,54,50
12/4/10,WaggaWagga,50,40
13/4/10,WaggaWagga,24,40
14/4/10,WaggaWagga,22,33
15/4/10,WaggaWagga,22,33
16/4/10,WaggaWagga,31,36
17/4/10,WaggaWagga,24,35
18/4/10,WaggaWagga,24,38
19/4/10,WaggaWagga,26,37
20/4/10,WaggaWagga,24,43
21/4/10,WaggaWagga,22,39
22/4/10,WaggaWagga,24,31
23/4/10,WaggaWagga,31,26
24/4/10,WaggaWagga,48,93
25/4/10,WaggaWagga,39,45
26/4/10,WaggaWagga,15,32
27/4/10,WaggaWagga,17,55
28/4/10,WaggaWagga,31,41
29/4/10,WaggaWagga,30,47
30/4/10,WaggaWagga,13,46
1/5/10,WaggaWagga,20,48
2/5/10,WaggaWagga,15,37
3/5/10,WaggaWagga,41,37
4/5/10,WaggaWagga,76,20
5/5/10,WaggaWagga,43,50
6/5/10,WaggaWagga,22,67
7/5/10,WaggaWagga,30,57
8/5/10,WaggaWagga,24,53
9/5/10,WaggaWagga,17,48
10/5/10,WaggaWagga,17,45
11/5/10,WaggaWagga,46,35
12/5/10,WaggaWagga,30,45
13/5/10,WaggaWagga,30,50
14/5/10,WaggaWagga,24,44
15/5/10,WaggaWagga,15,45
16/5/10,WaggaWagga,20,45
17/5/10,WaggaWagga,24,57
18/5/10,WaggaWagga,22,43
19/5/10,WaggaWagga,15,41
20/5/10,WaggaWagga,15,45
21/5/10,WaggaWagga,24,39
22/5/10,WaggaWagga,22,45
23/5/10,WaggaWagga,31,41
24/5/10,WaggaWagga,33,53
25/5/10,WaggaWagga,26,96
26/5/10,WaggaWagga,30,40
27/5/10,WaggaWagga,26,49
28/5/10,WaggaWagga,31,77
29/5/10,WaggaWagga,35,83
30/5/10,WaggaWagga,22,85
31/5/10,WaggaWagga,33,49
1/6/10,WaggaWagga,13,58
2/6/10,WaggaWagga,20,54
3/6/10,WaggaWagga,17,45
4/6/10,WaggaWagga,17,47
5/6/10,WaggaWagga,26,79
6/6/10,WaggaWagga,28,60
7/6/10,WaggaWagga,13,46
8/6/10,WaggaWagga,17,57
9/6/10,WaggaWagga,33,91
10/6/10,WaggaWagga,41,57
11/6/10,WaggaWagga,30,61
12/6/10,WaggaWagga,22,45
13/6/10,WaggaWagga,15,44
14/6/10,WaggaWagga,22,47
15/6/10,WaggaWagga,17,54
16/6/10,WaggaWagga,39,66
17/6/10,WaggaWagga,69,89
18/6/10,WaggaWagga,24,64
19/6/10,WaggaWagga,28,74
20/6/10,WaggaWagga,13,80
21/6/10,WaggaWagga,15,84
22/6/10,WaggaWagga,35,58
23/6/10,WaggaWagga,46,53
24/6/10,WaggaWagga,30,57
25/6/10,WaggaWagga,28,69
26/6/10,WaggaWagga,35,65
27/6/10,WaggaWagga,26,45
28/6/10,WaggaWagga,26,47
29/6/10,WaggaWagga,20,50
30/6/10,WaggaWagga,22,59
1/7/10,WaggaWagga,20,57
2/7/10,WaggaWagga,17,93
3/7/10,WaggaWagga,30,76
4/7/10,WaggaWagga,15,86
5/7/10,WaggaWagga,24,54
6/7/10,WaggaWagga,31,70
7/7/10,WaggaWagga,17,97
8/7/10,WaggaWagga,15,49
9/7/10,WaggaWagga,26,56
10/7/10,WaggaWagga,39,58
11/7/10,WaggaWagga,24,64
12/7/10,WaggaWagga,17,52
13/7/10,WaggaWagga,59,92
14/7/10,WaggaWagga,50,82
15/7/10,WaggaWagga,48,63
16/7/10,WaggaWagga,20,63
17/7/10,WaggaWagga,11,58
18/7/10,WaggaWagga,15,70
19/7/10,WaggaWagga,15,92
20/7/10,WaggaWagga,24,80
21/7/10,WaggaWagga,13,60
22/7/10,WaggaWagga,15,52
23/7/10,WaggaWagga,17,41
24/7/10,WaggaWagga,20,54
25/7/10,WaggaWagga,17,78
26/7/10,WaggaWagga,17,49
27/7/10,WaggaWagga,24,42
28/7/10,WaggaWagga,33,67
29/7/10,WaggaWagga,20,91
30/7/10,WaggaWagga,20,87
31/7/10,WaggaWagga,41,87
1/8/10,WaggaWagga,54,77
2/8/10,WaggaWagga,44,62
3/8/10,WaggaWagga,30,51
4/8/10,WaggaWagga,20,63
5/8/10,WaggaWagga,39,71
6/8/10,WaggaWagga,28,62
7/8/10,WaggaWagga,13,45
8/8/10,WaggaWagga,20,50
9/8/10,WaggaWagga,35,45
10/8/10,WaggaWagga,48,91
11/8/10,WaggaWagga,57,87
12/8/10,WaggaWagga,54,58
13/8/10,WaggaWagga,28,69
14/8/10,WaggaWagga,44,61
15/8/10,WaggaWagga,46,95
16/8/10,WaggaWagga,57,64
17/8/10,WaggaWagga,15,51
18/8/10,WaggaWagga,33,90
19/8/10,WaggaWagga,46,58
20/8/10,WaggaWagga,43,55
21/8/10,WaggaWagga,43,56
22/8/10,WaggaWagga,17,52
23/8/10,WaggaWagga,15,67
24/8/10,WaggaWagga,48,44
25/8/10,WaggaWagga,48,57
26/8/10,WaggaWagga,50,80
27/8/10,WaggaWagga,44,52
28/8/10,WaggaWagga,28,55
29/8/10,WaggaWagga,15,53
30/8/10,WaggaWagga,22,54
31/8/10,WaggaWagga,22,54
1/9/10,WaggaWagga,24,64
2/9/10,WaggaWagga,26,66
3/9/10,WaggaWagga,50,58
4/9/10,WaggaWagga,67,84
5/9/10,WaggaWagga,72,59
6/9/10,WaggaWagga,43,85
7/9/10,WaggaWagga,17,54
8/9/10,WaggaWagga,26,45
9/9/10,WaggaWagga,41,83
10/9/10,WaggaWagga,61,69
11/9/10,WaggaWagga,22,48
12/9/10,WaggaWagga,20,44
13/9/10,WaggaWagga,26,49
14/9/10,WaggaWagga,28,81
15/9/10,WaggaWagga,44,56
16/9/10,WaggaWagga,43,53
17/9/10,WaggaWagga,39,55
18/9/10,WaggaWagga,33,61
19/9/10,WaggaWagga,28,55
20/9/10,WaggaWagga,24,54
21/9/10,WaggaWagga,26,65
22/9/10,WaggaWagga,26,54
23/9/10,WaggaWagga,24,62
24/9/10,WaggaWagga,22,51
25/9/10,WaggaWagga,33,46
26/9/10,WaggaWagga,28,40
27/9/10,WaggaWagga,43,44
28/9/10,WaggaWagga,33,44
29/9/10,WaggaWagga,39,40
30/9/10,WaggaWagga,22,37
1/10/10,WaggaWagga,17,36
2/10/10,WaggaWagga,35,50
3/10/10,WaggaWagga,48,51
4/10/10,WaggaWagga,46,51
5/10/10,WaggaWagga,17,47
6/10/10,WaggaWagga,48,49
7/10/10,WaggaWagga,48,42
8/10/10,WaggaWagga,30,52
9/10/10,WaggaWagga,26,46
10/10/10,WaggaWagga,52,37
11/10/10,WaggaWagga,61,49
12/10/10,WaggaWagga,31,72
13/10/10,WaggaWagga,35,95
14/10/10,WaggaWagga,22,68
15/10/10,WaggaWagga,78,88
16/10/10,WaggaWagga,61,53
17/10/10,WaggaWagga,31,54
18/10/10,WaggaWagga,39,46
19/10/10,WaggaWagga,28,39
20/10/10,WaggaWagga,22,45
21/10/10,WaggaWagga,17,37
22/10/10,WaggaWagga,28,45
23/10/10,WaggaWagga,33,89
24/10/10,WaggaWagga,28,56
25/10/10,WaggaWagga,28,42
26/10/10,WaggaWagga,26,31
27/10/10,WaggaWagga,33,42
28/10/10,WaggaWagga,39,49
29/10/10,WaggaWagga,46,47
30/10/10,WaggaWagga,28,90
31/10/10,WaggaWagga,48,49
1/11/10,WaggaWagga,39,53
2/11/10,WaggaWagga,41,44
3/11/10,WaggaWagga,35,44
4/11/10,WaggaWagga,30,44
5/11/10,WaggaWagga,50,43
6/11/10,WaggaWagga,41,43
7/11/10,WaggaWagga,31,41
8/11/10,WaggaWagga,33,51
9/11/10,WaggaWagga,26,51
10/11/10,WaggaWagga,31,40
11/11/10,WaggaWagga,31,25
12/11/10,WaggaWagga,35,28
13/11/10,WaggaWagga,50,57
14/11/10,WaggaWagga,30,93
15/11/10,WaggaWagga,30,41
16/11/10,WaggaWagga,35,36
17/11/10,WaggaWagga,35,32
18/11/10,WaggaWagga,35,22
19/11/10,WaggaWagga,31,41
20/11/10,WaggaWagga,35,34
21/11/10,WaggaWagga,22,27
22/11/10,WaggaWagga,28,30
23/11/10,WaggaWagga,33,38
24/11/10,WaggaWagga,30,29
25/11/10,WaggaWagga,35,30
26/11/10,WaggaWagga,30,52
27/11/10,WaggaWagga,63,32
28/11/10,WaggaWagga,52,67
29/11/10,WaggaWagga,46,78
30/11/10,WaggaWagga,35,88
1/12/10,WaggaWagga,46,64
2/12/10,WaggaWagga,67,70
3/12/10,WaggaWagga,41,44
4/12/10,WaggaWagga,33,42
5/12/10,WaggaWagga,44,33
6/12/10,WaggaWagga,50,47
7/12/10,WaggaWagga,48,37
8/12/10,WaggaWagga,96,66
9/12/10,WaggaWagga,35,46
10/12/10,WaggaWagga,46,27
11/12/10,WaggaWagga,35,35
12/12/10,WaggaWagga,43,34
13/12/10,WaggaWagga,28,32
14/12/10,WaggaWagga,31,34
15/12/10,WaggaWagga,70,20
16/12/10,WaggaWagga,43,18
17/12/10,WaggaWagga,48,30
18/12/10,WaggaWagga,65,26
19/12/10,WaggaWagga,78,60
20/12/10,WaggaWagga,52,45
21/12/10,WaggaWagga,43,37
22/12/10,WaggaWagga,22,31
23/12/10,WaggaWagga,39,23
24/12/10,WaggaWagga,41,35
25/12/10,WaggaWagga,67,32
26/12/10,WaggaWagga,41,23
27/12/10,WaggaWagga,54,20
28/12/10,WaggaWagga,44,29
29/12/10,WaggaWagga,35,20
30/12/10,WaggaWagga,44,12
31/12/10,WaggaWagga,26,18
1/1/11,WaggaWagga,30,26
2/1/11,WaggaWagga,39,23
3/1/11,WaggaWagga,35,17
4/1/11,WaggaWagga,44,33
5/1/11,WaggaWagga,39,27
6/1/11,WaggaWagga,39,34
7/1/11,WaggaWagga,43,29
8/1/11,WaggaWagga,43,37
9/1/11,WaggaWagga,59,36
10/1/11,WaggaWagga,59,42
11/1/11,WaggaWagga,50,67
12/1/11,WaggaWagga,44,44
13/1/11,WaggaWagga,57,53
14/1/11,WaggaWagga,54,85
15/1/11,WaggaWagga,26,36
16/1/11,WaggaWagga,28,30
17/1/11,WaggaWagga,43,23
18/1/11,WaggaWagga,31,32
19/1/11,WaggaWagga,30,22
20/1/11,WaggaWagga,46,32
21/1/11,WaggaWagga,43,29
22/1/11,WaggaWagga,65,26
23/1/11,WaggaWagga,39,34
24/1/11,WaggaWagga,61,13
25/1/11,WaggaWagga,33,25
26/1/11,WaggaWagga,43,27
27/1/11,WaggaWagga,43,12
28/1/11,WaggaWagga,31,16
29/1/11,WaggaWagga,35,29
30/1/11,WaggaWagga,30,18
31/1/11,WaggaWagga,35,21
1/2/11,WaggaWagga,70,13
2/2/11,WaggaWagga,57,50
3/2/11,WaggaWagga,35,52
4/2/11,WaggaWagga,61,91
5/2/11,WaggaWagga,69,76
6/2/11,WaggaWagga,43,43
7/2/11,WaggaWagga,39,35
8/2/11,WaggaWagga,30,43
9/2/11,WaggaWagga,50,39
10/2/11,WaggaWagga,33,39
11/2/11,WaggaWagga,41,82
12/2/11,WaggaWagga,28,55
13/2/11,WaggaWagga,33,47
14/2/11,WaggaWagga,39,44
15/2/11,WaggaWagga,48,44
16/2/11,WaggaWagga,39,94
17/2/11,WaggaWagga,22,61
18/2/11,WaggaWagga,39,52
19/2/11,WaggaWagga,44,93
20/2/11,WaggaWagga,41,52
21/2/11,WaggaWagga,43,37
22/2/11,WaggaWagga,28,41
23/2/11,WaggaWagga,24,41
24/2/11,WaggaWagga,28,36
25/2/11,WaggaWagga,30,32
26/2/11,WaggaWagga,17,37
27/2/11,WaggaWagga,24,69
28/2/11,WaggaWagga,26,52
1/3/11,WaggaWagga,46,41
2/3/11,WaggaWagga,26,26
3/3/11,WaggaWagga,43,34
4/3/11,WaggaWagga,41,32
5/3/11,WaggaWagga,46,36
6/3/11,WaggaWagga,52,37
7/3/11,WaggaWagga,48,35
8/3/11,WaggaWagga,30,26
9/3/11,WaggaWagga,31,67
10/3/11,WaggaWagga,26,98
11/3/11,WaggaWagga,28,61
12/3/11,WaggaWagga,31,52
13/3/11,WaggaWagga,33,64
14/3/11,WaggaWagga,30,68
15/3/11,WaggaWagga,31,57
16/3/11,WaggaWagga,48,42
17/3/11,WaggaWagga,26,31
18/3/11,WaggaWagga,43,44
19/3/11,WaggaWagga,48,46
20/3/11,WaggaWagga,50,44
21/3/11,WaggaWagga,41,94
22/3/11,WaggaWagga,33,64
23/3/11,WaggaWagga,35,50
24/3/11,WaggaWagga,48,68
25/3/11,WaggaWagga,35,52
26/3/11,WaggaWagga,22,48
27/3/11,WaggaWagga,30,37
28/3/11,WaggaWagga,31,40
29/3/11,WaggaWagga,28,47
30/3/11,WaggaWagga,44,40
31/3/11,WaggaWagga,22,31
1/5/11,WaggaWagga,20,54
2/5/11,WaggaWagga,39,52
3/5/11,WaggaWagga,26,59
4/5/11,WaggaWagga,24,66
5/5/11,WaggaWagga,31,27
6/5/11,WaggaWagga,20,36
7/5/11,WaggaWagga,15,41
8/5/11,WaggaWagga,28,45
9/5/11,WaggaWagga,59,34
10/5/11,WaggaWagga,28,34
11/5/11,WaggaWagga,54,49
12/5/11,WaggaWagga,28,59
13/5/11,WaggaWagga,52,75
14/5/11,WaggaWagga,39,45
15/5/11,WaggaWagga,26,49
16/5/11,WaggaWagga,28,65
17/5/11,WaggaWagga,20,50
18/5/11,WaggaWagga,20,46
19/5/11,WaggaWagga,20,32
20/5/11,WaggaWagga,22,41
21/5/11,WaggaWagga,20,41
22/5/11,WaggaWagga,61,86
23/5/11,WaggaWagga,48,94
24/5/11,WaggaWagga,24,69
25/5/11,WaggaWagga,24,40
26/5/11,WaggaWagga,24,47
27/5/11,WaggaWagga,31,57
28/5/11,WaggaWagga,15,64
29/5/11,WaggaWagga,17,59
30/5/11,WaggaWagga,24,40
31/5/11,WaggaWagga,22,42
1/6/11,WaggaWagga,26,41
2/6/11,WaggaWagga,28,46
3/6/11,WaggaWagga,15,62
4/6/11,WaggaWagga,26,77
5/6/11,WaggaWagga,24,88
6/6/11,WaggaWagga,31,60
7/6/11,WaggaWagga,46,61
8/6/11,WaggaWagga,41,63
9/6/11,WaggaWagga,30,53
10/6/11,WaggaWagga,35,44
11/6/11,WaggaWagga,24,41
12/6/11,WaggaWagga,20,43
13/6/11,WaggaWagga,28,34
14/6/11,WaggaWagga,24,43
15/6/11,WaggaWagga,24,41
16/6/11,WaggaWagga,26,48
17/6/11,WaggaWagga,35,70
18/6/11,WaggaWagga,31,77
19/6/11,WaggaWagga,24,78
20/6/11,WaggaWagga,24,65
21/6/11,WaggaWagga,59,65
22/6/11,WaggaWagga,35,62
23/6/11,WaggaWagga,35,66
24/6/11,WaggaWagga,24,83
25/6/11,WaggaWagga,17,57
26/6/11,WaggaWagga,17,46
27/6/11,WaggaWagga,15,48
28/6/11,WaggaWagga,28,43
29/6/11,WaggaWagga,43,43
30/6/11,WaggaWagga,28,43
1/7/11,WaggaWagga,22,47
2/7/11,WaggaWagga,28,45
3/7/11,WaggaWagga,35,40
4/7/11,WaggaWagga,63,42
5/7/11,WaggaWagga,69,60
6/7/11,WaggaWagga,46,69
7/7/11,WaggaWagga,44,57
8/7/11,WaggaWagga,30,64
9/7/11,WaggaWagga,30,86
10/7/11,WaggaWagga,50,60
11/7/11,WaggaWagga,33,63
12/7/11,WaggaWagga,30,59
13/7/11,WaggaWagga,39,68
14/7/11,WaggaWagga,26,58
15/7/11,WaggaWagga,NA,28
16/7/11,WaggaWagga,NA,55
17/7/11,WaggaWagga,NA,70
18/7/11,WaggaWagga,NA,70
19/7/11,WaggaWagga,NA,67
20/7/11,WaggaWagga,NA,40
21/7/11,WaggaWagga,28,42
22/7/11,WaggaWagga,24,38
23/7/11,WaggaWagga,22,38
24/7/11,WaggaWagga,20,74
25/7/11,WaggaWagga,33,84
26/7/11,WaggaWagga,26,60
27/7/11,WaggaWagga,15,46
28/7/11,WaggaWagga,19,43
29/7/11,WaggaWagga,20,42
30/7/11,WaggaWagga,20,36
31/7/11,WaggaWagga,28,69
1/8/11,WaggaWagga,22,47
2/8/11,WaggaWagga,33,34
3/8/11,WaggaWagga,26,33
4/8/11,WaggaWagga,37,28
5/8/11,WaggaWagga,44,33
6/8/11,WaggaWagga,31,76
7/8/11,WaggaWagga,63,67
8/8/11,WaggaWagga,28,65
9/8/11,WaggaWagga,30,67
10/8/11,WaggaWagga,30,56
11/8/11,WaggaWagga,33,61
12/8/11,WaggaWagga,20,40
13/8/11,WaggaWagga,17,54
14/8/11,WaggaWagga,19,44
15/8/11,WaggaWagga,22,58
16/8/11,WaggaWagga,24,37
17/8/11,WaggaWagga,43,90
18/8/11,WaggaWagga,41,93
19/8/11,WaggaWagga,24,56
20/8/11,WaggaWagga,30,32
21/8/11,WaggaWagga,20,35
22/8/11,WaggaWagga,26,46
23/8/11,WaggaWagga,22,50
24/8/11,WaggaWagga,15,54
25/8/11,WaggaWagga,37,36
26/8/11,WaggaWagga,24,38
27/8/11,WaggaWagga,33,37
28/8/11,WaggaWagga,30,39
29/8/11,WaggaWagga,33,46
30/8/11,WaggaWagga,30,41
31/8/11,WaggaWagga,20,46
1/9/11,WaggaWagga,15,51
2/9/11,WaggaWagga,35,36
3/9/11,WaggaWagga,30,37
4/9/11,WaggaWagga,33,70
5/9/11,WaggaWagga,39,51
6/9/11,WaggaWagga,56,57
7/9/11,WaggaWagga,28,41
8/9/11,WaggaWagga,26,43
9/9/11,WaggaWagga,59,53
10/9/11,WaggaWagga,63,48
11/9/11,WaggaWagga,52,55
12/9/11,WaggaWagga,28,41
13/9/11,WaggaWagga,28,45
14/9/11,WaggaWagga,56,21
15/9/11,WaggaWagga,31,29
16/9/11,WaggaWagga,41,30
17/9/11,WaggaWagga,22,47
18/9/11,WaggaWagga,30,30
19/9/11,WaggaWagga,52,19
20/9/11,WaggaWagga,67,40
21/9/11,WaggaWagga,35,49
22/9/11,WaggaWagga,33,23
23/9/11,WaggaWagga,35,30
24/9/11,WaggaWagga,31,32
25/9/11,WaggaWagga,39,35
26/9/11,WaggaWagga,37,35
27/9/11,WaggaWagga,33,35
28/9/11,WaggaWagga,54,90
29/9/11,WaggaWagga,63,87
30/9/11,WaggaWagga,41,48
1/10/11,WaggaWagga,31,85
2/10/11,WaggaWagga,37,40
3/10/11,WaggaWagga,20,39
4/10/11,WaggaWagga,20,42
5/10/11,WaggaWagga,30,51
6/10/11,WaggaWagga,24,84
7/10/11,WaggaWagga,15,79
8/10/11,WaggaWagga,33,44
9/10/11,WaggaWagga,48,51
10/10/11,WaggaWagga,41,38
11/10/11,WaggaWagga,52,42
12/10/11,WaggaWagga,28,34
13/10/11,WaggaWagga,35,41
14/10/11,WaggaWagga,41,49
15/10/11,WaggaWagga,48,41
16/10/11,WaggaWagga,52,28
17/10/11,WaggaWagga,33,17
18/10/11,WaggaWagga,35,28
19/10/11,WaggaWagga,24,24
20/10/11,WaggaWagga,33,21
21/10/11,WaggaWagga,41,21
22/10/11,WaggaWagga,30,20
23/10/11,WaggaWagga,37,18
24/10/11,WaggaWagga,54,21
25/10/11,WaggaWagga,39,64
26/10/11,WaggaWagga,41,37
27/10/11,WaggaWagga,48,35
28/10/11,WaggaWagga,31,36
29/10/11,WaggaWagga,61,62
30/10/11,WaggaWagga,52,37
31/10/11,WaggaWagga,37,25
1/11/11,WaggaWagga,39,27
2/11/11,WaggaWagga,56,32
3/11/11,WaggaWagga,41,17
4/11/11,WaggaWagga,22,25
5/11/11,WaggaWagga,28,19
6/11/11,WaggaWagga,50,29
7/11/11,WaggaWagga,20,44
8/11/11,WaggaWagga,43,43
9/11/11,WaggaWagga,56,36
10/11/11,WaggaWagga,63,30
11/11/11,WaggaWagga,26,24
12/11/11,WaggaWagga,37,23
13/11/11,WaggaWagga,30,16
14/11/11,WaggaWagga,56,15
15/11/11,WaggaWagga,33,16
16/11/11,WaggaWagga,52,43
17/11/11,WaggaWagga,26,36
18/11/11,WaggaWagga,26,26
19/11/11,WaggaWagga,50,22
20/11/11,WaggaWagga,NA,44
21/11/11,WaggaWagga,33,26
22/11/11,WaggaWagga,30,41
23/11/11,WaggaWagga,50,26
24/11/11,WaggaWagga,54,38
25/11/11,WaggaWagga,41,91
26/11/11,WaggaWagga,57,39
27/11/11,WaggaWagga,50,40
28/11/11,WaggaWagga,26,21
29/11/11,WaggaWagga,93,26
30/11/11,WaggaWagga,48,77
1/12/11,WaggaWagga,39,17
2/12/11,WaggaWagga,31,33
3/12/11,WaggaWagga,28,31
4/12/11,WaggaWagga,52,28
5/12/11,WaggaWagga,43,24
6/12/11,WaggaWagga,41,31
7/12/11,WaggaWagga,46,32
8/12/11,WaggaWagga,35,31
9/12/11,WaggaWagga,39,35
10/12/11,WaggaWagga,48,64
11/12/11,WaggaWagga,28,70
12/12/11,WaggaWagga,43,27
13/12/11,WaggaWagga,48,29
14/12/11,WaggaWagga,31,24
15/12/11,WaggaWagga,43,33
16/12/11,WaggaWagga,48,33
17/12/11,WaggaWagga,41,31
18/12/11,WaggaWagga,41,88
19/12/11,WaggaWagga,44,54
20/12/11,WaggaWagga,19,37
21/12/11,WaggaWagga,37,41
22/12/11,WaggaWagga,56,41
23/12/11,WaggaWagga,33,39
24/12/11,WaggaWagga,50,30
25/12/11,WaggaWagga,83,40
26/12/11,WaggaWagga,52,54
27/12/11,WaggaWagga,20,38
28/12/11,WaggaWagga,28,43
29/12/11,WaggaWagga,30,40
30/12/11,WaggaWagga,37,36
31/12/11,WaggaWagga,39,36
1/1/12,WaggaWagga,24,29
2/1/12,WaggaWagga,28,27
3/1/12,WaggaWagga,30,20
4/1/12,WaggaWagga,59,33
5/1/12,WaggaWagga,37,12
6/1/12,WaggaWagga,41,18
7/1/12,WaggaWagga,37,20
8/1/12,WaggaWagga,46,50
9/1/12,WaggaWagga,50,24
10/1/12,WaggaWagga,52,34
11/1/12,WaggaWagga,70,31
12/1/12,WaggaWagga,39,24
13/1/12,WaggaWagga,35,25
14/1/12,WaggaWagga,52,28
15/1/12,WaggaWagga,46,35
16/1/12,WaggaWagga,43,33
17/1/12,WaggaWagga,35,24
18/1/12,WaggaWagga,37,27
19/1/12,WaggaWagga,44,22
20/1/12,WaggaWagga,37,28
21/1/12,WaggaWagga,52,29
22/1/12,WaggaWagga,48,27
23/1/12,WaggaWagga,50,23
24/1/12,WaggaWagga,48,26
25/1/12,WaggaWagga,52,27
26/1/12,WaggaWagga,43,30
27/1/12,WaggaWagga,52,32
28/1/12,WaggaWagga,41,30
29/1/12,WaggaWagga,41,29
30/1/12,WaggaWagga,57,68
31/1/12,WaggaWagga,39,31
1/2/12,WaggaWagga,46,38
2/2/12,WaggaWagga,41,50
3/2/12,WaggaWagga,30,46
4/2/12,WaggaWagga,28,28
5/2/12,WaggaWagga,54,30
6/2/12,WaggaWagga,50,25
7/2/12,WaggaWagga,31,23
8/2/12,WaggaWagga,31,37
9/2/12,WaggaWagga,41,53
10/2/12,WaggaWagga,43,37
11/2/12,WaggaWagga,41,25
12/2/12,WaggaWagga,31,30
13/2/12,WaggaWagga,30,29
14/2/12,WaggaWagga,43,30
15/2/12,WaggaWagga,43,30
16/2/12,WaggaWagga,39,38
17/2/12,WaggaWagga,67,29
18/2/12,WaggaWagga,30,41
19/2/12,WaggaWagga,44,41
20/2/12,WaggaWagga,NA,69
21/2/12,WaggaWagga,39,33
22/2/12,WaggaWagga,48,38
23/2/12,WaggaWagga,37,26
24/2/12,WaggaWagga,24,24
25/2/12,WaggaWagga,31,10
26/2/12,WaggaWagga,43,90
27/2/12,WaggaWagga,31,77
28/2/12,WaggaWagga,39,90
29/2/12,WaggaWagga,54,83
1/3/12,WaggaWagga,67,92
2/3/12,WaggaWagga,54,56
3/3/12,WaggaWagga,69,94
4/3/12,WaggaWagga,33,67
5/3/12,WaggaWagga,35,41
6/3/12,WaggaWagga,33,46
7/3/12,WaggaWagga,48,36
8/3/12,WaggaWagga,50,42
9/3/12,WaggaWagga,37,50
10/3/12,WaggaWagga,30,33
11/3/12,WaggaWagga,26,47
12/3/12,WaggaWagga,31,40
13/3/12,WaggaWagga,30,36
14/3/12,WaggaWagga,46,46
15/3/12,WaggaWagga,37,43
16/3/12,WaggaWagga,54,83
17/3/12,WaggaWagga,NA,52
18/3/12,WaggaWagga,26,40
19/3/12,WaggaWagga,46,45
20/3/12,WaggaWagga,37,45
21/3/12,WaggaWagga,54,39
22/3/12,WaggaWagga,28,51
23/3/12,WaggaWagga,56,42
24/3/12,WaggaWagga,35,56
25/3/12,WaggaWagga,28,41
26/3/12,WaggaWagga,24,46
27/3/12,WaggaWagga,19,56
28/3/12,WaggaWagga,33,61
29/3/12,WaggaWagga,28,40
30/3/12,WaggaWagga,28,35
31/3/12,WaggaWagga,NA,38
1/4/12,WaggaWagga,35,66
2/4/12,WaggaWagga,24,38
3/4/12,WaggaWagga,28,34
4/4/12,WaggaWagga,15,39
